region,date,lat,lon,sst_fahrenheit
San Diego,2025-07-01,33.20164085360066,-117.5921574495081,290.5316
San Diego,2025-07-01,33.202450982565296,-117.56772825342658,290.47937
San Diego,2025-07-01,33.20326207495692,-117.54329936591763,290.4283
San Diego,2025-07-01,33.20407434708649,-117.51886427751627,290.32077
San Diego,2025-07-01,33.20488779990731,-117.4944229767702,290.21335
San Diego,2025-07-01,33.20570243437405,-117.46997545220854,290.04843
San Diego,2025-07-01,33.20651825144424,-117.44552169234049,289.80905
San Diego,2025-07-01,33.207335252077314,-117.42106168565606,289.75583
San Diego,2025-07-01,33.15760704187404,-118.20704090997262,290.74765
San Diego,2025-07-01,33.15838669595304,-118.18277861428487,290.68002
San Diego,2025-07-01,33.15916750395847,-118.15851041617664,290.55038
San Diego,2025-07-01,33.15994946678583,-118.13423630469613,290.28702
San Diego,2025-07-01,33.16073258533289,-118.10995626887347,290.21988
San Diego,2025-07-01,33.16151686049933,-118.08567029772095,290.06525
San Diego,2025-07-01,33.162302502343486,-118.06137191538622,289.8949
San Diego,2025-07-01,33.16308909376381,-118.03707403895278,289.8632
San Diego,2025-07-01,33.16387684451497,-118.01277019411566,289.80743
San Diego,2025-07-01,33.16466575550469,-117.98846036981516,290.0908
San Diego,2025-07-01,33.16545582764314,-117.96414455497315,289.8601
San Diego,2025-07-01,33.16624706184213,-117.93982273849355,289.76837
San Diego,2025-07-01,33.16703945901616,-117.91549490926157,289.82352
San Diego,2025-07-01,33.16783302008122,-117.89116105614453,289.90872
San Diego,2025-07-01,33.168627745956115,-117.86682116799079,290.1459
San Diego,2025-07-01,33.16942363756079,-117.84247523363106,290.2239
San Diego,2025-07-01,33.17022090807008,-117.81811676102919,290.27365
San Diego,2025-07-01,33.171019134216024,-117.79375869905704,290.30145
San Diego,2025-07-01,33.17181852886626,-117.76939455725534,290.34735
San Diego,2025-07-01,33.17261909294991,-117.74502432437988,290.3986
San Diego,2025-07-01,33.17342082739843,-117.72064798916759,290.28516
San Diego,2025-07-01,33.17422373314475,-117.69626554033708,290.31366
San Diego,2025-07-01,33.17502781112443,-117.67187696658779,290.44928
San Diego,2025-07-01,33.17583306227515,-117.64748225660031,290.48346
San Diego,2025-07-01,33.17663948753628,-117.62308139903665,290.56323
San Diego,2025-07-01,33.17744708785032,-117.59867438253899,290.41794
San Diego,2025-07-01,33.17825607953182,-117.57425469858501,290.41873
San Diego,2025-07-01,33.17906603309826,-117.5498353284256,290.37173
San Diego,2025-07-01,33.17987716455637,-117.5254097651429,290.3094
San Diego,2025-07-01,33.180689474856806,-117.50097799730295,290.24033
San Diego,2025-07-01,33.1815029649518,-117.47654001345302,290.10916
San Diego,2025-07-01,33.182317635796885,-117.45209580212018,289.9764
San Diego,2025-07-01,33.18313348834922,-117.42764535181257,289.735
San Diego,2025-07-01,33.18395052356777,-117.40318865101918,289.5793
San Diego,2025-07-01,33.1334516130973,-118.21331208965105,290.5035
San Diego,2025-07-01,33.13423017768868,-118.18905909840723,290.49323
San Diego,2025-07-01,33.135009894420925,-118.16480021203976,290.505
San Diego,2025-07-01,33.13579076418738,-118.14053541961377,290.43228
San Diego,2025-07-01,33.13657278788356,-118.11626471017628,290.17563
San Diego,2025-07-01,33.13735596640712,-118.0919880727565,290.06577
San Diego,2025-07-01,33.138140509521676,-118.06769903400567,289.91565
San Diego,2025-07-01,33.13892600070826,-118.0434105060529,289.80835
San Diego,2025-07-01,33.13971264942682,-118.0191160170953,289.81973
San Diego,2025-07-01,33.140500456583716,-117.9948155560897,289.86356
San Diego,2025-07-01,33.141289423086626,-117.97050911197532,289.63998
San Diego,2025-07-01,33.14207954984525,-117.94619667367326,289.7762
San Diego,2025-07-01,33.14287083777183,-117.9218782300859,289.717
San Diego,2025-07-01,33.14366328778012,-117.89755377009794,289.76776
San Diego,2025-07-01,33.14445690078663,-117.87322328257515,290.09586
San Diego,2025-07-01,33.1452516777099,-117.84888675636493,290.10187
